"registration_timestamp","team_id","team_name","domain","participant_name","role","email","phone","usn","college","state","gender","accommodation_required","payment_utr","payment_status","payment_amount_detail","team_status"
"2026-09-18T12:03:52.602Z","AN-094","Password Stability Test","Artificial Intelligence & Machine Learning","pass Member","Member","pass-member@gmail.com","9000000005","PASSM001","KSSEM","Karnataka","Female","false","555555555555","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.747Z","AN-095","QR Stability Test","Artificial Intelligence & Machine Learning","QR Leader","Leader","qr@gmail.com","9876543215","QR001","KSSEM","Karnataka","Male","false","666666666666","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.747Z","AN-095","QR Stability Test","Artificial Intelligence & Machine Learning","qr Member","Member","qr-member@gmail.com","9000000006","QRM001","KSSEM","Karnataka","Female","false","666666666666","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.854Z","AN-096","SMTP Failure Test","Artificial Intelligence & Machine Learning","SMTP Leader","Leader","smtp@gmail.com","9876543216","SMTP001","KSSEM","Karnataka","Male","false","777777777777","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.854Z","AN-096","SMTP Failure Test","Artificial Intelligence & Machine Learning","smtp Member","Member","smtp-member@gmail.com","9000000007","SMTPM001","KSSEM","Karnataka","Female","false","777777777777","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.973Z","AN-097","Credential Retry Test","Artificial Intelligence & Machine Learning","Cred Leader","Leader","cred@gmail.com","9876543217","CRED001","KSSEM","Karnataka","Male","false","888888888888","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:52.973Z","AN-097","Credential Retry Test","Artificial Intelligence & Machine Learning","cred Member","Member","cred-member@gmail.com","9000000008","CREDM001","KSSEM","Karnataka","Female","false","888888888888","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.095Z","AN-098","Scanner Approved Test","Artificial Intelligence & Machine Learning","Scan Leader","Leader","scan@gmail.com","9876543218","SCAN001","KSSEM","Karnataka","Male","false","999999999999","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.095Z","AN-098","Scanner Approved Test","Artificial Intelligence & Machine Learning","scan Member","Member","scan-member@gmail.com","9000000009","SCANM001","KSSEM","Karnataka","Female","false","999999999999","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.210Z","AN-099","Scanner Reject Test","Artificial Intelligence & Machine Learning","RejectScan Leader","Leader","rejectscan@gmail.com","9876543219","REJSCAN001","KSSEM","Karnataka","Male","false","101010101010","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.210Z","AN-099","Scanner Reject Test","Artificial Intelligence & Machine Learning","rejectscan Member","Member","rejectscan-member@gmail.com","9000000010","REJECTSCANM001","KSSEM","Karnataka","Female","false","101010101010","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.316Z","AN-100","Canonical ID Test","Artificial Intelligence & Machine Learning","Canonical Leader","Leader","canonical@gmail.com","9876543220","CANON001","KSSEM","Karnataka","Male","false","121212121212","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
"2026-09-18T12:03:53.316Z","AN-100","Canonical ID Test","Artificial Intelligence & Machine Learning","canonical Member","Member","canonical-member@gmail.com","9000000011","CANONICALM001","KSSEM","Karnataka","Female","false","121212121212","PENDING_PAYMENT_AUDIT","Pending admin payment audit for 500 INR","PENDING_PAYMENT_AUDIT"
